index,label,pred_clean,pred_adv,pred_changed,entropy_clean,entropy_adv,conf_clean,conf_adv,margin_clean,margin_adv,kl_clean_adv,kl_adv_clean,js_div,l1_dist,l2_dist,correct_clean,correct_adv
0,0,0,4,1,0.0021227484103292227,1.1143578898993704e-21,0.9998037219047546,1.0,0.9996964931488037,1.0,27.62593650817871,9.140629768371582,0.6926035284996033,1.9997855424880981,1.4139989614486694,1,0
1,0,0,4,1,0.1250341385602951,2.449414763052983e-18,0.9754565358161926,1.0,0.9529501795768738,1.0,26.88411521911621,3.7939577102661133,0.6390742063522339,1.9549874067306519,1.3809455633163452,1,0
2,0,0,3,1,9.317694639321417e-05,3.584875970698729e-21,0.9999934434890747,1.0,0.9999903440475464,1.0,27.630895614624023,13.698444366455078,0.6931389570236206,1.999997615814209,1.414208173751831,1,0
3,0,0,4,1,0.0012343480484560132,1.964078314049822e-14,0.9998959302902222,1.0,0.9998690485954285,1.0,27.629133224487305,10.649199485778809,0.6930090188980103,1.9999525547027588,1.4141231775283813,1,0
4,0,0,6,1,0.0006886358605697751,7.334623461699701e-16,0.9999444484710693,1.0,0.9999251961708069,1.0,27.629798889160156,10.856510162353516,0.6930328607559204,1.999961495399475,1.4141606092453003,1,0
5,0,0,6,1,0.000186770164873451,1.54875900540932e-18,0.9999864101409912,1.0,0.9999821186065674,1.0,27.630712509155273,12.352928161621094,0.6931183338165283,1.9999914169311523,1.4142009019851685,1,0
6,0,0,1,1,0.014198205433785915,3.2333844588264673e-24,0.9983148574829102,1.0,0.9973078370094299,1.0,27.588998794555664,6.90074348449707,0.6891688108444214,1.997986078262329,1.4123101234436035,1,0
7,0,0,6,1,0.02449149824678898,2.2401616427245246e-18,0.9965877532958984,1.0,0.9935661554336548,1.0,27.52303695678711,5.801963806152344,0.6828684210777283,1.9939568042755127,1.4096641540527344,1,0
8,0,0,4,1,0.0023056529462337494,2.4535057088494557e-17,0.9997923970222473,1.0,0.9997312426567078,1.0,27.627473831176758,10.007649421691895,0.692899227142334,1.9999098777770996,1.4140349626541138,1,0
9,0,0,6,1,0.0034250826574862003,2.777324260532627e-15,0.9996776580810547,1.0,0.9995676279067993,1.0,27.624557495117188,9.114730834960938,0.6925907135009766,1.9997799396514893,1.4139078855514526,1,0
10,0,0,6,1,0.0003556454903446138,3.892645788225544e-17,0.999972939491272,1.0,0.9999634027481079,1.0,27.630403518676758,11.560389518737793,0.6930873394012451,1.9999809265136719,1.4141876697540283,1,0
11,0,0,3,1,1.56868281919742e-06,3.226348832133754e-20,1.0,1.0,0.9999999403953552,1.0,27.63102149963379,17.398405075073242,0.6931469440460205,2.0,1.4142135381698608,1,0
12,0,0,3,1,0.00033673341386020184,3.5803528469428865e-18,0.9999743700027466,1.0,0.9999622106552124,1.0,27.630353927612305,11.318769454956055,0.6930724382400513,1.9999758005142212,1.4141868352890015,1,0
13,0,0,6,1,0.0007338015711866319,1.4994077970622118e-17,0.9999407529830933,1.0,0.9999225735664368,1.0,27.62978744506836,10.914198875427246,0.6930387020111084,1.9999637603759766,1.414158821105957,1,0
14,0,0,1,1,0.0017983869183808565,6.721707512279731e-26,0.9998352527618408,1.0,0.9997615218162537,1.0,27.62749481201172,9.68149471282959,0.6928136944770813,1.9998751878738403,1.414052963256836,1,0
15,0,0,6,1,0.7971776723861694,5.658388950763396e-18,0.4918504059314728,1.0,0.006186634302139282,1.0,13.414458274841309,0.7222387194633484,0.22370591759681702,1.028672456741333,0.7119126319885254,1,0
16,0,0,1,1,0.001783457468263805,8.378519407743566e-26,0.9998363256454468,1.0,0.9997657537460327,1.0,27.627288818359375,9.5592622756958,0.6927747130393982,1.9998588562011719,1.4140479564666748,1,0
17,0,0,6,1,0.00025306985480710864,4.856694806858893e-19,0.9999812841415405,1.0,0.9999746680259705,1.0,27.630586624145508,11.9298095703125,0.69310462474823,1.9999868869781494,1.4141956567764282,1,0
18,0,0,5,1,0.0006418720004148781,2.493592572011538e-12,0.9999486207962036,1.0,0.9999296069145203,1.0,27.62985610961914,10.870756149291992,0.6930344104766846,1.9999619722366333,1.4141638278961182,1,0
19,0,0,1,1,0.0018042753217741847,4.761684232164008e-25,0.9998277425765991,1.0,0.9996987581253052,1.0,27.62565040588379,8.955738067626953,0.6925050020217896,1.9997419118881226,1.4140005111694336,1,0
20,0,0,2,1,0.0026625203900039196,3.909920550589919e-20,0.9997472167015076,1.0,0.9996041655540466,1.0,27.62440299987793,8.852363586425781,0.6924424171447754,1.9997138977050781,1.4139336347579956,1,0
21,0,0,5,1,0.0010079840430989861,3.190805638372124e-13,0.9999167919158936,1.0,0.9998931288719177,1.0,27.62936019897461,10.65176773071289,0.6930093765258789,1.999952793121338,1.4141379594802856,1,0
22,0,0,4,1,0.0016112452140077949,5.2938562450755645e-18,0.9998598098754883,1.0,0.9998117089271545,1.0,27.628902435302734,10.909087181091309,0.693038284778595,1.999963402748108,1.414101481437683,1,0
23,0,0,5,1,0.0014275326393544674,1.4303118081729783e-18,0.9998757839202881,1.0,0.9998239874839783,1.0,27.629056930541992,10.84625244140625,0.6930317878723145,1.999961018562317,1.4141119718551636,1,0
24,0,0,5,1,0.01366773247718811,3.352412236701241e-10,0.9984992742538452,1.0,0.9979638457298279,1.0,27.60224723815918,7.532392501831055,0.6908627152442932,1.9989290237426758,1.4127740859985352,1,0
25,0,0,1,1,0.8367609977722168,2.418209054962064e-22,0.6752955317497253,1.0,0.43255138397216797,1.0,20.086990356445312,1.4157471656799316,0.3862771987915039,1.5145115852355957,1.0175343751907349,1,0
26,0,0,6,1,4.7475659812334925e-05,4.437240857102368e-16,0.9999967813491821,1.0,0.9999950528144836,1.0,27.630922317504883,13.277643203735352,0.6931349635124207,1.9999964237213135,1.4142100811004639,1,0
27,0,0,1,1,0.0015338086523115635,1.933052611100563e-27,0.9998631477355957,1.0,0.9998173117637634,1.0,27.628217697143555,9.990077018737793,0.6928951740264893,1.999908208847046,1.4140844345092773,1,0
28,0,0,6,1,0.0007383862975984812,2.524281791389429e-21,0.9999377727508545,1.0,0.9998979568481445,1.0,27.629182815551758,10.131176948547363,0.6929255723953247,1.99992036819458,1.4141414165496826,1,0
29,0,0,1,1,1.2021166185149923e-05,1.8488081807227067e-23,0.9999992847442627,1.0,0.9999988675117493,1.0,27.631000518798828,14.732404708862305,0.6931440830230713,1.9999991655349731,1.414212703704834,1,0
30,0,0,1,1,0.0010389749659225345,2.6668527584740983e-25,0.9999115467071533,1.0,0.9998682141304016,1.0,27.6287899017334,10.047284126281738,0.6929080486297607,1.9999134540557861,1.4141203165054321,1,0
31,0,0,1,1,8.636862185085192e-05,3.939891739119982e-29,0.9999939203262329,1.0,0.9999911785125732,1.0,27.630855560302734,12.806402206420898,0.693128228187561,1.9999943971633911,1.4142073392868042,1,0
32,0,0,5,1,0.001631866442039609,1.3828221553935371e-11,0.9998587369918823,1.0,0.999815821647644,1.0,27.628515243530273,10.360383987426758,0.6929672956466675,1.9999366998672485,1.4140913486480713,1,0
33,0,0,6,1,0.011198755353689194,7.996394789617098e-19,0.9987590312957764,1.0,0.998287558555603,1.0,27.60679817199707,7.659689903259277,0.691105842590332,1.9990571737289429,1.413002848625183,1,0
34,0,0,6,1,0.0005273650167509913,1.8198706306490543e-19,0.9999579191207886,1.0,0.999942421913147,1.0,27.630062103271484,11.074751853942871,0.6930536031723022,1.9999690055847168,1.414172887802124,1,0
35,0,0,5,1,0.0011833487078547478,1.9589826722593573e-12,0.9998992681503296,1.0,0.9998589754104614,1.0,27.628725051879883,10.119775772094727,0.6929233074188232,1.9999195337295532,1.4141138792037964,1,0
36,0,0,1,1,0.0004799178568646312,4.7221923761344466e-24,0.9999614953994751,1.0,0.9999403357505798,1.0,27.629955291748047,10.764532089233398,0.6930228471755981,1.9999576807022095,1.4141713380813599,1,0
37,0,0,5,1,0.024380285292863846,4.0944905799200626e-10,0.9971210360527039,1.0,0.9962130188941956,1.0,27.592670440673828,7.655328750610352,0.6910978555679321,1.999052882194519,1.4118446111679077,1,0
38,0,0,5,1,0.0018774777418002486,6.110650874191492e-11,0.9998329877853394,1.0,0.9997860789299011,1.0,27.6279296875,10.036385536193848,0.692905604839325,1.9999123811721802,1.4140645265579224,1,0
39,0,0,6,1,0.0005466652801260352,1.0225471023061281e-19,0.9999542236328125,1.0,0.999920129776001,1.0,27.629533767700195,10.287178993225098,0.6929548978805542,1.999931812286377,1.4141570329666138,1,0
40,0,0,6,1,7.219883264042437e-05,1.4035969556352972e-17,0.9999951124191284,1.0,0.9999929070472717,1.0,27.63088607788086,13.014240264892578,0.6931315660476685,1.9999955892562866,1.4142085313796997,1,0
41,0,0,1,1,0.0005016211653128266,5.695055087498259e-23,0.9999604225158691,1.0,0.9999440312385559,1.0,27.630069732666016,11.019763946533203,0.6930488348007202,1.999967336654663,1.41417396068573,1,0
42,0,0,4,1,0.0005922458949498832,5.765942282729991e-18,0.9999523162841797,1.0,0.9999350905418396,1.0,27.630287170410156,12.21054458618164,0.6931142210960388,1.9999898672103882,1.414176344871521,1,0
