index,label,pred_clean,pred_adv,pred_changed,entropy_clean,entropy_adv,conf_clean,conf_adv,margin_clean,margin_adv,kl_clean_adv,kl_adv_clean,js_div,l1_dist,l2_dist,correct_clean,correct_adv
0,0,0,4,1,0.027151823043823242,4.5563799586610665e-15,0.9965129494667053,1.0,0.9947572350502014,1.0,27.555360794067383,6.344877243041992,0.6866986751556396,1.9964885711669922,1.4105074405670166,1,0
1,0,0,4,1,0.07239934802055359,4.948549903183164e-10,0.9881997108459473,1.0,0.9784011840820312,1.0,27.287090301513672,4.6255202293396,0.6655622720718384,1.9804028272628784,1.398941993713379,1,0
2,0,0,1,1,0.0032982558477669954,3.925170159334215e-15,0.99968421459198,1.0,0.9995203614234924,1.0,27.623193740844727,8.716567039489746,0.6923511624336243,1.9996724128723145,1.4138743877410889,1,0
3,0,0,4,1,0.023860473185777664,3.3058947246367154e-10,0.997180700302124,1.0,0.9961957931518555,1.0,27.57892417907715,6.922984600067139,0.6892452836036682,1.998030185699463,1.4115244150161743,1,0
4,0,0,2,1,0.03319719433784485,1.536732004668584e-12,0.9958088397979736,1.0,0.9937314987182617,1.0,27.540424346923828,6.176661491394043,0.6856919527053833,1.9958453178405762,1.4097821712493896,1,0
5,0,0,6,1,0.0028870978858321905,1.7130585144853328e-11,0.9997331500053406,1.0,0.9996298551559448,1.0,27.62763023376465,10.914569854736328,0.693038821220398,1.9999637603759766,1.4140119552612305,1,0
6,0,0,1,1,0.045839615166187286,8.107515526989406e-12,0.9937534928321838,1.0,0.9902138113975525,1.0,27.487377166748047,5.64371919631958,0.6813857555389404,1.9929206371307373,1.407295823097229,1,0
7,0,0,4,1,0.02685047686100006,1.115205150448162e-12,0.9967615008354187,1.0,0.9957500696182251,1.0,27.580469131469727,7.061181545257568,0.6896896958351135,1.9982844591140747,1.4113186597824097,1,0
8,0,0,2,1,0.014008103869855404,3.1312487867342365e-13,0.9984650611877441,1.0,0.9980618357658386,1.0,27.6063232421875,7.857551574707031,0.6914340257644653,1.9992263317108154,1.4128550291061401,1,0
9,0,0,6,1,0.010930534452199936,8.461129713532856e-11,0.9988417029380798,1.0,0.9984520673751831,1.0,27.61665153503418,9.013484001159668,0.6925375461578369,1.9997565746307373,1.4133087396621704,1,0
10,0,0,6,1,0.015744388103485107,3.0964267608291074e-12,0.9982300400733948,1.0,0.9975454211235046,1.0,27.596359252929688,7.286661148071289,0.6903104782104492,1.9986307621002197,1.4124782085418701,1,0
11,0,0,3,1,0.0004400303587317467,2.1128440658288103e-15,0.9999655485153198,1.0,0.9999533295631409,1.0,27.63035774230957,11.715167999267578,0.6930952072143555,1.999983787536621,1.4141833782196045,1,0
12,0,0,2,1,0.02059786766767502,3.154987382458785e-11,0.9975207448005676,1.0,0.9963792562484741,1.0,27.578882217407227,6.7754011154174805,0.688709020614624,1.997717022895813,1.4116538763046265,1,0
13,0,0,4,1,0.015440131537616253,8.416705917294043e-13,0.9982707500457764,1.0,0.9975921511650085,1.0,27.604312896728516,7.804656028747559,0.6913517117500305,1.9991843700408936,1.4127029180526733,1,0
14,0,0,6,1,0.01825914904475212,5.696942917410297e-12,0.9979069232940674,1.0,0.9970957636833191,1.0,27.602598190307617,7.907893180847168,0.6915087699890137,1.9992642402648926,1.412474274635315,1,0
15,0,0,2,1,0.017053185030817986,2.0014869735938924e-15,0.9979498982429504,1.0,0.9966779947280884,1.0,27.60333251953125,7.862736701965332,0.6914417743682861,1.999230146408081,1.4124928712844849,1,0
16,0,0,1,1,0.020967353135347366,1.961625735445003e-16,0.9970844388008118,1.0,0.9943697452545166,1.0,27.53504180908203,5.9090752601623535,0.6837672591209412,1.9945704936981201,1.410232424736023,1,0
17,0,0,4,1,0.028097227215766907,1.8309775570712894e-11,0.996537446975708,1.0,0.9948644638061523,1.0,27.55669403076172,6.393133163452148,0.6869621276855469,1.9966539144515991,1.4105830192565918,1,0
18,0,0,2,1,0.046860601752996445,2.2546347384563847e-13,0.9938371777534485,1.0,0.9911766052246094,1.0,27.51064682006836,5.929224491119385,0.6839276552200317,1.9946788549423218,1.4079777002334595,1,0
19,0,0,1,1,0.07504644989967346,2.1273285409850956e-16,0.9887435436248779,1.0,0.9817443490028381,1.0,27.362581253051758,4.961959362030029,0.6722704768180847,1.9860016107559204,1.4013099670410156,1,0
20,0,0,1,1,0.06540502607822418,1.2560605252719717e-16,0.9902499318122864,1.0,0.9837665557861328,1.0,27.386478424072266,5.038516044616699,0.6735618114471436,1.987033486366272,1.4027378559112549,1,0
21,0,0,2,1,0.15839606523513794,2.946247304284888e-13,0.9715954065322876,1.0,0.9555826187133789,1.0,27.03017807006836,4.134369373321533,0.6519757509231567,1.9679745435714722,1.382869005203247,1,0
22,0,0,4,1,0.016800494864583015,6.4004287980701235e-12,0.9980771541595459,1.0,0.9972825050354004,1.0,27.60903549194336,8.581073760986328,0.6922483444213867,1.9996247291564941,1.412722110748291,1,0
23,0,0,2,1,0.03138255700469017,2.9194241637795948e-18,0.9960601925849915,1.0,0.9945854544639587,1.0,27.558889389038086,6.519282817840576,0.687602162361145,1.9970505237579346,1.4103866815567017,1,0
24,0,0,1,1,0.034119267016649246,6.522738078829082e-12,0.9957979321479797,1.0,0.9944225549697876,1.0,27.567264556884766,6.8376946449279785,0.68894362449646,1.9978548288345337,1.4104864597320557,1,0
25,0,1,6,1,1.4467825889587402,1.0167834456342728e-11,0.38930070400238037,1.0,0.12521836161613464,1.0,19.98998260498047,1.495316982269287,0.4017321765422821,1.5516448020935059,0.9104081988334656,0,0
26,0,0,4,1,0.010319728404283524,8.264323947404506e-11,0.9989022016525269,1.0,0.9984594583511353,1.0,27.616487503051758,8.799064636230469,0.6924079656600952,1.999698281288147,1.4133309125900269,1,0
27,0,0,1,1,0.023991582915186882,2.356311457478883e-16,0.996995210647583,1.0,0.9951990842819214,1.0,27.557405471801758,6.322120189666748,0.6865706443786621,1.9964077472686768,1.4108192920684814,1,0
28,0,0,6,1,0.24501492083072662,1.5430373789143172e-14,0.9433085322380066,1.0,0.8922773003578186,1.0,25.975963592529297,2.9753174781799316,0.5910742282867432,1.897937536239624,1.3380507230758667,1,0
29,0,0,2,1,0.001371697406284511,2.3453101538552747e-17,0.9998829364776611,1.0,0.9998507499694824,1.0,27.628761291503906,10.344747543334961,0.6929647326469421,1.9999356269836426,1.4141080379486084,1,0
30,0,0,6,1,0.012131843715906143,3.331138143103374e-10,0.9986498951911926,1.0,0.9979702830314636,1.0,27.614303588867188,9.08877944946289,0.6925775408744812,1.9997740983963013,1.4131795167922974,1,0
31,0,0,4,1,0.033136893063783646,3.3180170850438673e-12,0.995543897151947,1.0,0.9928700923919678,1.0,27.560810089111328,6.613736152648926,0.68803870677948,1.9973164796829224,1.4101179838180542,1,0
32,0,0,2,1,0.01619010604918003,1.9833840245089135e-13,0.9981953501701355,1.0,0.9976732730865479,1.0,27.602375030517578,7.704505920410156,0.6911852359771729,1.999098539352417,1.4126192331314087,1,0
